index,O,F,M
654,2.48E-194,1.01E-09,1.00E+00
655,0.00E+00,1.00E+00,5.77E-115
656,6.32E-65,9.93E-01,6.75E-03
657,8.50E-123,4.14E-22,1.00E+00
658,0,1,0
659,0.00E+00,6.20E-15,1.00E+00
660,8.09E-66,5.34E-26,1.00E+00
661,0.00E+00,1.00E+00,3.76E-47
662,3.25E-240,6.13E-41,1.00E+00
663,0.00E+00,1.00E+00,2.12E-66
664,0.00E+00,1.58E-183,1.00E+00
667,0.00E+00,1.34E-07,1.00E+00
668,0.00E+00,3.98E-55,1.00E+00
669,2.54E-264,1.00E+00,8.67E-20
670,1.09E-56,4.86E-01,5.14E-01
671,3.05E-106,6.71E-16,1.00E+00
672,0.00E+00,1.00E+00,1.70E-23
673,1.87E-178,1.00E+00,6.00E-05
674,0.00E+00,1.78E-201,1.00E+00
675,1.44E-58,5.71E-09,1.00E+00
676,8.91E-275,3.91E-25,1.00E+00
677,0.00E+00,1.00E+00,1.84E-34
678,0.00E+00,3.70E-23,1.00E+00
679,4.41E-142,1.36E-03,9.99E-01
680,5.57E-36,1.00E+00,3.76E-04
681,2.24E-104,1.00E+00,3.41E-07
683,3.44E-67,1.94E-01,8.06E-01
684,2.48E-119,1.66E-28,1.00E+00
685,1.30E-115,1.00E+00,1.41E-13
686,0,0,1
687,3.38E-169,5.52E-17,1.00E+00
689,3.73E-67,1.10E-05,1.00E+00
690,0.00E+00,1.17E-60,1.00E+00
691,5.13E-114,1.00E+00,2.81E-11
693,0.00E+00,1.00E+00,1.35E-62
694,0.00E+00,1.00E+00,9.83E-74
695,1.83E-106,1.96E-29,1.00E+00
696,0.00E+00,2.33E-49,1.00E+00
697,3.46E-79,1.64E-63,1.00E+00
698,0.00E+00,1.00E+00,1.67E-187
699,0.00E+00,1.00E+00,1.03E-167
700,5.85E-115,8.06E-19,1.00E+00
701,4.49E-267,1.99E-36,1.00E+00
702,1.83E-171,1.00E+00,1.68E-07
703,0.00E+00,2.63E-27,1.00E+00
704,0.00E+00,3.15E-79,1.00E+00
706,0.00E+00,1.00E+00,4.52E-187
707,0.00E+00,1.00E+00,1.29E-11
708,0.00E+00,1.00E+00,1.32E-23
710,9.83E-307,3.15E-84,1.00E+00
711,5.08E-235,4.95E-18,1.00E+00
712,5.99E-147,1.17E-61,1.00E+00
713,1.03E-89,3.21E-22,1.00E+00
714,6.39E-66,3.86E-02,9.61E-01
715,1.04E-92,1.00E+00,2.65E-15
716,3.20E-114,3.65E-11,1.00E+00
717,6.52E-54,6.80E-05,1.00E+00
718,0.00E+00,1.00E+00,1.17E-116
719,7.82E-246,1.69E-17,1.00E+00
720,4.04E-63,1.96E-08,1.00E+00
721,1.20E-182,1.00E+00,5.56E-27
722,1.53E-181,9.66E-24,1.00E+00
723,0.00E+00,2.80E-302,1.00E+00
724,0.00E+00,1.00E+00,3.32E-71
725,4.86E-226,1.00E+00,6.79E-28
726,4.24E-92,1.37E-01,8.63E-01
727,0.00E+00,8.18E-161,1.00E+00
728,0.00E+00,1.02E-73,1.00E+00
729,2.35E-275,4.92E-80,1.00E+00
730,7.20E-103,1.39E-04,1.00E+00
731,1.81E-71,1.39E-15,1.00E+00
733,1.54E-51,1.52E-03,9.98E-01
734,2.10E-80,1.09E-08,1.00E+00
735,0.00E+00,1.23E-62,1.00E+00
736,6.42E-119,1.00E+00,4.27E-08
737,7.43E-127,6.12E-03,9.94E-01
738,6.53E-118,4.20E-14,1.00E+00
739,1.41E-102,2.67E-05,1.00E+00
740,0.00E+00,8.50E-225,1.00E+00
741,4.99E-78,1.12E-12,1.00E+00
742,0.00E+00,1.99E-51,1.00E+00
743,6.06E-84,9.99E-01,1.31E-03
744,2.69E-94,4.31E-06,1.00E+00
745,1.41E-101,1.45E-06,1.00E+00
746,2.39E-96,9.60E-01,3.95E-02
747,2.33017484e-315,2.63E-39,1.00E+00
748,1.81E-148,3.24E-05,1.00E+00
749,1.00E-123,5.27E-09,1.00E+00
750,0.00E+00,1.00E+00,9.79E-36
751,8.54E-49,1.00E+00,1.01E-04
752,7.70E-242,7.21E-08,1.00E+00
753,0.00E+00,1.00E+00,8.05E-23
754,0.00E+00,4.36E-244,1.00E+00
755,6.45E-104,1.13E-13,1.00E+00
756,5.02E-78,3.17E-17,1.00E+00
757,9.63E-40,1.95E-01,8.05E-01
758,9.65E-46,2.25E-04,1.00E+00
759,0.00E+00,1.00E+00,6.36E-199
760,0.00E+00,3.55E-162,1.00E+00
761,2.60E-147,1.00E+00,2.28E-09
762,0.00E+00,1.00E+00,7.07E-11
763,6.55E-61,2.14E-08,1.00E+00
764,0,0,1
765,0.00E+00,1.00E+00,5.83E-41
766,3.71E-89,4.34E-07,1.00E+00
767,0.00E+00,2.01E-73,1.00E+00
768,3.21E-138,1.03E-07,1.00E+00
769,2.84E-128,9.61E-01,3.85E-02
770,4.95E-197,2.35E-25,1.00E+00
771,2.65E-86,2.70E-09,1.00E+00
772,0.00E+00,5.34E-193,1.00E+00
773,2.33E-211,4.21E-33,1.00E+00
774,5.42E-31,5.00E-01,5.00E-01
775,0.00E+00,3.10E-98,1.00E+00
776,3.58E-73,9.25E-02,9.07E-01
777,0.00E+00,8.63E-82,1.00E+00
778,0.00E+00,1.00E+00,6.52E-171
779,0,1,0
780,1.24E-35,1.00E+00,3.15E-07
781,2.44E-46,9.69E-01,3.15E-02
782,4.42E-231,2.50E-10,1.00E+00
783,2.04E-288,2.35E-17,1.00E+00
784,9.23E-273,1.00E+00,1.64E-19
785,1.30E-225,4.44E-52,1.00E+00
786,0,0.98841395 ,0.01158605
787,0.00E+00,2.60E-49,1.00E+00
788,0.00E+00,3.63E-60,1.00E+00
789,0,1,0
790,7.86E-96,4.90E-14,1.00E+00
791,2.15E-40,1.00E+00,2.28E-05
792,5.17E-127,1.00E+00,2.14E-07
793,4.95E-92,1.00E+00,2.37E-06
794,0,1,0
795,2.15E-83,6.61E-54,1.00E+00
796,1.66E-28,8.10E-35,1.00E+00
797,0,0,1
798,0.00E+00,1.00E+00,2.75E-13
799,0.00E+00,4.95E-83,1.00E+00
800,1.85E-26,9.90E-01,9.95E-03
801,2.59E-154,3.44E-01,6.56E-01
802,0,0,1
803,1.21E-100,6.13E-35,1.00E+00
804,1.14E-154,1.00E+00,7.58E-12
805,1.31E-78,1.00E+00,1.56E-10
806,3.47E-174,2.72E-01,7.28E-01
807,3.08E-158,4.42E-09,1.00E+00
808,0.00E+00,1.00E+00,6.01E-22
809,0.00E+00,4.05E-72,1.00E+00
810,4.24E-32,2.81E-06,1.00E+00
811,5.69E-105,1.00E+00,3.86E-08
812,0.00E+00,1.43E-304,1.00E+00
813,1.79E-85,5.56E-09,1.00E+00
814,0.00E+00,1.14E-21,1.00E+00
815,0.00E+00,1.00E+00,1.55E-97
816,1.72E-236,3.13E-25,1.00E+00
817,0.00E+00,1.00E+00,2.30E-47
818,0.00E+00,9.10E-33,1.00E+00
819,4.96E-259,1.56E-49,1.00E+00
820,0.00E+00,3.36E-127,1.00E+00
821,1.07E-124,1.00E+00,2.55E-09
822,0.00E+00,2.51E-37,1.00E+00
823,0.00E+00,1.00E+00,1.57E-44
824,6.14E-222,4.02E-18,1.00E+00
825,0.00E+00,7.98E-15,1.00E+00
826,4.16E-08,8.92E-08,1.00E+00
827,5.96E-30,1.00E+00,6.08E-08
828,0.00E+00,3.79E-94,1.00E+00
829,2.80E-82,4.80E-12,1.00E+00
830,0.00E+00,2.71E-99,1.00E+00
831,1.59E-41,7.93E-01,2.07E-01
832,7.80E-101,3.02E-09,1.00E+00
833,1.61E-153,2.95E-27,1.00E+00
834,6.36E-227,7.88E-24,1.00E+00
835,6.46E-241,1.14E-52,1.00E+00
836,0,0,1
837,5.13E-71,1.55E-05,1.00E+00
838,1.01E-24,5.49E-01,4.51E-01
839,9.27E-48,1.36E-06,1.00E+00
840,9.25E-20,9.80E-01,2.04E-02
841,5.33E-130,1.00E+00,3.52E-09
842,1.89E-129,2.09E-18,1.00E+00
843,0.00E+00,6.29E-104,1.00E+00
844,1.57E-80,1.00E+00,1.87E-16
845,9.43E-61,1.97E-04,1.00E+00
846,3.99E-112,1.00E+00,6.98E-19
847,7.81E-90,8.42E-07,1.00E+00
848,0,0,1
849,9.70E-74,1.00E+00,5.65E-12
850,4.05E-54,9.97E-01,2.59E-03
851,0.00E+00,1.04E-13,1.00E+00
852,8.22E-178,1.66E-03,9.98E-01
853,3.34E-160,6.22E-30,1.00E+00
854,0.00E+00,1.00E+00,1.93E-34
855,1.08E-253,1.00E+00,1.55E-04
856,1.85E-173,1.00E+00,2.45E-16
857,0,0.00998966 ,0.99001034
858,0.00E+00,5.00E-16,1.00E+00
859,6.12E-66,1.09E-07,1.00E+00
861,0.00E+00,1.00E+00,8.25E-35
862,0.00E+00,1.00E+00,1.42E-175
863,0,1,0
864,1.20E-252,1.00E+00,2.00E-04
865,7.38E-232,1.00E+00,1.17E-72
866,0.00E+00,1.00E+00,1.06E-30
867,0,1,0
868,6.58E-208,1.00E+00,3.29E-13
869,5.72E-20,5.55E-01,4.45E-01
870,6.04E-117,1.00E+00,4.58E-06
871,3.79E-57,2.01E-05,1.00E+00
872,1.32E-81,1.00E+00,2.63E-13
874,8.16E-90,4.10E-14,1.00E+00
875,1.27E-68,1.16E-15,1.00E+00
876,6.04E-263,9.92E-11,1.00E+00
877,0.00E+00,1.00E+00,1.11E-305
878,0.00E+00,7.91E-35,1.00E+00
879,1.80E-69,3.66E-03,9.96E-01
880,3.40E-230,4.99E-03,9.95E-01
881,7.13E-112,2.65E-20,1.00E+00
882,2.13E-135,1.00E+00,1.58E-05
883,1.43E-51,7.34E-01,2.66E-01
884,6.05E-254,1.00E+00,2.98E-04
885,0.00E+00,1.00E+00,2.86E-27
886,5.64E-148,4.98E-19,1.00E+00
887,1.42E-70,1.00E+00,2.25E-05
888,2.94E-225,1.00E+00,6.30E-06
889,0.00E+00,1.00E+00,1.37E-65
890,9.42E-72,2.73E-01,7.27E-01
891,5.95E-148,1.22E-55,1.00E+00
892,5.52612425e-320,1.00E+00,3.67E-16
893,0.00E+00,1.00E+00,2.20E-85
894,1.01E-144,9.27E-11,1.00E+00
896,0.00E+00,1.00E+00,2.50E-50
898,1.51E-94,2.76E-09,1.00E+00
899,5.43E-124,7.02E-01,2.98E-01
900,0.00E+00,1.22E-237,1.00E+00
901,1.94E-205,4.29E-30,1.00E+00
902,0.00E+00,1.00E+00,2.17E-40
903,1.35E-277,3.05E-60,1.00E+00
904,3.13E-100,4.66E-09,1.00E+00
905,0,0,1
907,1.13E-49,1.00E+00,8.87E-13
908,2.24E-233,1.11E-01,8.89E-01
909,2.63E-112,1.19E-02,9.88E-01
910,2.08E-187,9.91E-01,8.69E-03
911,0.00E+00,1.00E+00,8.77E-127
912,4.15E-201,6.28E-43,1.00E+00
913,0.00E+00,3.27E-12,1.00E+00
914,5.47E-177,6.63E-11,1.00E+00
915,9.86E-272,8.84E-38,1.00E+00
916,3.91E-111,1.00E+00,2.82E-11
917,1.36E-135,1.00E+00,1.44E-07
918,2.22E-139,1.00E+00,4.21E-09
919,3.00E-102,1.21E-22,1.00E+00
920,5.70E-77,8.32E-02,9.17E-01
921,7.02E-71,4.81E-07,1.00E+00
922,1.76E-64,2.71E-07,1.00E+00
925,2.89E-154,1.00E+00,3.71E-34
926,4.48E-62,9.99E-01,1.15E-03
927,9.69E-65,6.79E-04,9.99E-01
928,7.38E-107,1.30E-07,1.00E+00
929,0.00E+00,9.16E-109,1.00E+00
930,0,0,1
931,6.35E-73,1.00E+00,3.47E-41
932,1.48E-159,1.00E+00,2.55E-15
933,0,1,0
934,1.34E-233,1.19E-50,1.00E+00
935,0,0,1
936,2.63E-262,2.76E-101,1.00E+00
937,3.67E-190,1.00E+00,3.63E-08
938,0.00E+00,1.00E+00,1.30206744e-310
940,1.33E-25,1.00E+00,3.13E-07
941,1.69E-64,7.29E-19,1.00E+00
942,0.00E+00,2.94E-105,1.00E+00
943,0.00E+00,1.35E-67,1.00E+00
944,0.00E+00,1.00E+00,2.18E-200
945,0.00E+00,8.88E-04,9.99E-01
946,0,1,0
948,5.64E-191,1.43E-23,1.00E+00
949,0.00E+00,1.00E+00,4.13E-53
950,1.08E-118,9.98E-01,2.39E-03
951,0.00E+00,3.47E-70,1.00E+00
952,1.32E-125,1.00E+00,4.49E-10
953,1.21643211e-317,1.00E+00,2.72E-16
954,5.98E-110,1.00E+00,2.01E-09
955,4.21E-134,5.10E-07,1.00E+00
956,0.00E+00,1.00E+00,7.52E-51
957,4.95E-146,8.47E-40,1.00E+00
958,5.10E-23,9.80E-04,9.99E-01
959,3.93E-198,1.00E+00,1.46E-06
960,0.00E+00,1.60E-93,1.00E+00
961,4.08295850e-320,1.00E+00,1.94E-36
962,0.00E+00,1.00E+00,5.63E-97
963,0.00E+00,1.00E+00,2.33E-72
964,9.82E-195,1.00E+00,9.35E-25
965,1.75E-88,1.02E-10,1.00E+00
966,0.00E+00,1.00E+00,1.45E-105
967,0.00E+00,1.44E-196,1.00E+00
968,6.51E-251,6.33E-41,1.00E+00
969,5.82E-45,1.53E-08,1.00E+00
972,2.06E-95,1.00E+00,2.13E-08
973,0.00E+00,1.00E+00,4.54E-51
974,2.75E-127,3.44E-14,1.00E+00
975,2.35E-60,1.00E+00,1.59E-06
976,0.00E+00,9.26E-09,1.00E+00
977,0.00E+00,1.00E+00,3.05E-41
978,2.89E-51,1.73E-07,1.00E+00
979,3.73E-233,1.00E+00,2.92E-19
980,3.85E-206,1.00E+00,8.14E-21
981,5.09E-125,1.00E+00,3.88E-07
982,0.00E+00,1.00E+00,6.40E-135
983,1.45E-69,1.00E+00,1.21E-08
984,1.55E-82,1.00E+00,2.32E-08
985,7.65E-75,1.00E+00,9.64E-06
986,8.96E-75,4.02E-16,1.00E+00
987,6.26E-90,5.51E-17,1.00E+00
988,2.92E-09,9.97E-01,3.35E-03
989,0.00E+00,1.34E-60,1.00E+00
990,0.00E+00,2.36E-78,1.00E+00
991,1.95E-150,1.00E+00,1.64E-19
992,0.00E+00,1.61E-18,1.00E+00
993,6.52E-69,2.20E-06,1.00E+00
994,2.84E-110,2.19E-06,1.00E+00
995,1.50E-39,5.50E-28,1.00E+00
996,9.76E-199,4.92E-10,1.00E+00
997,0.00E+00,7.48E-54,1.00E+00
998,0.00E+00,4.73E-13,1.00E+00
999,0.00E+00,1.00E+00,9.88E-61
1000,3.52E-47,4.15E-04,1.00E+00
1001,4.35E-254,1.02E-05,1.00E+00
1002,7.24E-279,1.56E-111,1.00E+00
1004,0,0,1
1005,1.65E-78,1.00E+00,7.58E-15
1006,1.74E-103,3.71E-02,9.63E-01
1007,1.37E-146,1.66E-17,1.00E+00
1008,0.00E+00,1.00E+00,7.16E-131
1009,6.32E-76,3.18E-13,1.00E+00
1010,1.46E-94,9.85E-12,1.00E+00
1011,6.07E-165,1.52E-04,1.00E+00
1012,8.19E-134,9.75E-01,2.49E-02
1013,0.00E+00,9.85E-23,1.00E+00
1014,0.00E+00,1.00E+00,1.14E-38
1015,0.00E+00,3.17E-19,1.00E+00
1016,0,0.00382262 ,0.99617738
1017,4.90E-34,2.24E-31,1.00E+00
1018,0.00E+00,1.00E+00,8.34E-12
1019,0.00E+00,1.44E-42,1.00E+00
1020,0.00E+00,7.21E-82,1.00E+00
1021,3.95E-142,1.57E-05,1.00E+00
1022,5.11E-35,1.62E-03,9.98E-01
1023,1.41E-50,1.00E+00,4.80E-05
1024,6.16E-39,2.71E-07,1.00E+00
1025,4.68E-279,1.37E-27,1.00E+00
1026,8.10E-181,1.88E-28,1.00E+00
1027,0.00E+00,1.03E-29,1.00E+00
1028,9.82E-61,1.00E+00,3.12E-05
1029,2.62E-31,1.00E+00,3.59E-04
1030,0.00E+00,1.00E+00,6.02E-153
1031,2.58E-67,2.43E-10,1.00E+00
1032,8.52E-32,2.60E-04,1.00E+00
1033,2.62E-59,1.00E+00,2.13E-06
1035,1.30E-69,1.26E-09,1.00E+00
1036,1.84E-95,1.00E+00,1.29E-08
1037,5.00E-264,1.04E-15,1.00E+00
1038,1.44E-73,1.78E-04,1.00E+00
1039,3.31E-128,8.52E-01,1.48E-01
1040,0,0.0808596 ,0.9191404
1041,6.40E-138,1.00E+00,4.07E-09
1042,1.74E-73,2.43E-12,1.00E+00
1043,1.74E-57,1.00E+00,3.14E-06
1044,0.00E+00,1.89E-129,1.00E+00
1045,1,0,0
1046,0.00E+00,7.05E-59,1.00E+00
1047,1.15E-138,1.30E-10,1.00E+00
1048,0.00E+00,1.00E+00,1.30E-38
1049,5.40E-256,5.36E-39,1.00E+00
1050,2.30E-175,6.22E-01,3.78E-01
1051,0.00E+00,1.00E+00,1.25E-50
1052,4.45E-207,4.58E-34,1.00E+00
1053,1.00E+00,0.00E+00,3.83428977e-316
1054,8.92E-285,1.52E-128,1.00E+00
1055,1.00E+00,7.02E-231,2.18E-226
1056,0.00E+00,1.00E+00,1.33E-213
1057,1.35E-98,3.21E-86,1.00E+00
1058,9.01E-91,1.00E+00,2.70E-06
1059,9.83E-180,1.00E+00,1.51E-06
1060,0.00E+00,7.12E-115,1.00E+00
1061,1.54E-74,9.99E-01,9.55E-04
1062,4.49E-51,1.63E-05,1.00E+00
1063,6.10E-266,2.70E-07,1.00E+00
1064,0.00E+00,1.00E+00,2.17E-47
1065,7.17E-180,2.07E-04,1.00E+00
1066,0.00E+00,4.69E-156,1.00E+00
1067,4.76E-148,1.00E+00,5.60E-11
1069,3.56E-122,1.00E+00,4.52E-12
1070,1.27E-170,1.00E+00,1.73E-15
1071,4.40950377e-317,3.40E-27,1.00E+00
1072,8.19E-51,5.41E-05,1.00E+00
1073,0.00E+00,1.00E+00,2.24E-91
1074,2.58E-55,7.97E-06,1.00E+00
1075,0.00E+00,3.28E-23,1.00E+00
1076,4.69E-187,5.17E-20,1.00E+00
1077,2.80E-106,1.03E-12,1.00E+00
1079,0.00E+00,4.61E-108,1.00E+00
1080,0,1,0
1081,2.29E-30,3.12E-41,1.00E+00
1082,4.69E-231,1.00E+00,1.06E-16
1083,0.00E+00,6.97E-50,1.00E+00
1084,1.82E-203,1.00E+00,4.47E-13
1085,0.00E+00,1.00E+00,3.14E-121
1086,4.58E-62,9.92E-01,7.99E-03
1087,1.25E-45,4.53E-08,1.00E+00
1088,0.00E+00,1.00E+00,4.59E-150
1089,0.00E+00,2.74E-98,1.00E+00
1090,4.86E-152,3.81E-30,1.00E+00
1091,0.00E+00,1.00E+00,6.05E-28
1092,0.00E+00,1.00E+00,5.54E-133
1093,7.34E-231,1.00E+00,1.21E-118
1094,3.10E-247,4.41E-39,1.00E+00
1095,0.00E+00,1.00E+00,1.49E-43
1096,0.00E+00,1.00E+00,3.23E-195
1097,8.32E-108,3.25E-29,1.00E+00
1098,8.97E-40,9.90E-01,9.80E-03
1099,0.00E+00,9.67E-142,1.00E+00
1100,3.35E-169,1.00E+00,2.17E-11
1101,4.34E-88,1.00E+00,4.95E-10
1102,0.00E+00,2.94E-34,1.00E+00
1103,0,1,0
1104,1.03E-142,1.64E-32,1.00E+00
1105,3.04E-64,1.00E+00,4.52E-06
1106,1.08E-68,7.79E-10,1.00E+00
1107,9.38E-175,1.81E-01,8.19E-01
1108,8.36E-80,1.00E+00,2.09E-07
1109,9.45E-63,1.00E+00,6.70E-17
1110,0.00E+00,1.07E-66,1.00E+00
1111,0.00E+00,2.09E-82,1.00E+00
1112,5.11E-113,1.75E-08,1.00E+00
1113,1.05E-61,4.16E-08,1.00E+00
1114,8.98E-20,2.17E-05,1.00E+00
1115,4.80E-120,1.00E+00,2.45E-08
1116,1.64E-140,1.00E+00,9.84E-19
1117,0.00E+00,8.44E-38,1.00E+00
1118,0,1,0
1119,1.81E-152,2.56E-33,1.00E+00
1120,4.33E-215,7.95E-63,1.00E+00
1121,7.41E-83,9.58E-01,4.17E-02
1122,6.20E-86,1.00E+00,3.81E-10
1123,3.10E-195,9.38E-06,1.00E+00
1125,1.36E-96,6.66E-07,1.00E+00
1126,0.00E+00,2.11E-13,1.00E+00
1127,6.96E-44,2.43E-21,1.00E+00
1128,0.00E+00,1.00E+00,9.12E-29
1129,0,1,0
1130,0.00E+00,1.00E+00,4.00E-49
1131,7.72E-69,9.15E-02,9.09E-01
1132,0.00E+00,8.53E-31,1.00E+00
1133,0.00E+00,1.00E+00,3.27E-35
1134,1.15E-90,5.64E-05,1.00E+00
1135,2.20E-37,7.41E-01,2.59E-01
1136,0.00E+00,4.06E-18,1.00E+00
1137,0.00E+00,9.91E-130,1.00E+00
1138,1.92E-84,1.00E+00,7.75E-31
1139,5.09E-80,1.00E+00,3.21E-11
1140,0.00E+00,1.00E+00,1.05E-80
1141,0.00E+00,6.16E-62,1.00E+00
1142,1.22E-93,1.29E-07,1.00E+00
1143,1.69E-165,1.57E-18,1.00E+00
1144,0.00E+00,3.06E-53,1.00E+00
1145,5.31E-41,6.93E-01,3.07E-01
1146,2.85E-106,9.99E-01,1.34E-03
1147,1.98E-65,1.37E-30,1.00E+00
1148,2.50E-160,1.00E+00,1.86E-10
1150,0.00E+00,2.48E-154,1.00E+00
1151,2.50E-112,1.03E-07,1.00E+00
1152,6.66E-207,1.00E+00,1.63E-10
1153,0.00E+00,2.93E-99,1.00E+00
1154,7.02E-126,1.00E+00,2.20E-09
1155,1.78E-58,1.10E-04,1.00E+00
1156,1.47E-104,1.00E+00,1.13E-09
1157,0.00E+00,3.11E-143,1.00E+00
1158,8.06E-223,7.30E-23,1.00E+00
1159,5.47E-138,1.00E+00,2.07E-04
1160,0.00E+00,1.25E-85,1.00E+00
1161,6.08E-285,1.00E+00,2.32E-13
1162,0.00E+00,1.08E-85,1.00E+00
1163,5.41E-92,1.00E+00,2.30E-08
1164,0,1,0
1165,9.99E-149,1.00E+00,8.99E-14
1166,8.28E-281,4.73E-05,1.00E+00
1167,1.99E-72,6.86E-50,1.00E+00
1168,1.46E-213,3.02E-34,1.00E+00
1169,0.00E+00,9.38E-240,1.00E+00
1170,1.96E-179,2.23E-63,1.00E+00
1171,0.00E+00,2.09E-63,1.00E+00
1172,0,0.11170148 ,0.88829852
1173,0.00E+00,1.75E-48,1.00E+00
1174,3.21E-90,8.06E-26,1.00E+00
1176,6.80E-230,1.00E+00,2.44E-10
1178,1,0,0
1179,7.03E-52,1.00E+00,1.10E-05
1180,9.65E-121,6.44E-04,9.99E-01
1181,0.00E+00,1.01E-64,1.00E+00
1182,0.00E+00,1.00E+00,1.37E-104
1183,1.87E-167,5.67E-06,1.00E+00
1184,9.06E-39,4.83E-05,1.00E+00
1185,1.38E-31,1.00E+00,4.91E-05
1186,1.60E-99,8.62E-06,1.00E+00
1187,0.00E+00,1.00E+00,1.29E-76
1188,2.48E-38,8.23E-01,1.77E-01
1189,9.55E-92,4.94E-13,1.00E+00
1190,0.00E+00,6.64E-129,1.00E+00
1191,0,1,0
1192,5.17E-109,1.04E-01,8.96E-01
1193,1.07E-42,9.89E-01,1.05E-02
1194,0,0,1
1195,3.36E-115,9.36E-03,9.91E-01
1196,1.36E-135,4.70E-40,1.00E+00
1197,1.72E-55,2.15E-08,1.00E+00
1198,4.86E-70,9.43E-01,5.67E-02
1199,1.54E-58,6.36E-11,1.00E+00
1200,1.62E-290,1.32E-11,1.00E+00
1201,1.86E-147,1.00E+00,2.12E-10
1202,4.57E-41,1.08E-01,8.92E-01
1203,0,1,0
1204,5.53E-87,9.81E-01,1.89E-02
1205,5.82E-78,1.70E-03,9.98E-01
1206,1.73E-305,1.00E+00,7.20E-18
1207,7.01E-38,3.59E-04,1.00E+00
1208,1.13E-74,1.00E+00,7.53E-09
1209,0.00E+00,2.76E-47,1.00E+00
1210,4.53E-118,4.03E-04,1.00E+00
1211,0.00E+00,2.81E-27,1.00E+00
1212,1.34E-302,1.00E+00,2.68E-25
1213,0.00E+00,9.47E-99,1.00E+00
1214,0,1,0
1215,9.70E-156,1.00E+00,8.21E-05
1216,1.93E-91,1.22E-07,1.00E+00
1217,1.35E-106,3.52E-15,1.00E+00
1218,0.00E+00,8.82E-36,1.00E+00
1219,2.75E-143,1.02E-09,1.00E+00
1220,0.00E+00,1.61E-24,1.00E+00
1221,1.03E-307,1.00E+00,1.94E-92
1224,3.78E-114,5.55E-52,1.00E+00
1225,2.87E-140,1.00E+00,1.81E-11
1226,3.20E-132,1.00E+00,2.71E-17
1227,0.00E+00,6.31E-119,1.00E+00
1228,1.77E-298,1.00E+00,3.36E-14
1229,1.12E-39,9.99E-01,1.12E-03
1230,2.00E-204,8.52E-29,1.00E+00
1231,0.00E+00,5.49E-27,1.00E+00
1232,0.00E+00,3.75E-43,1.00E+00
1233,0.00E+00,1.52E-82,1.00E+00
1234,1.90E-71,9.83E-01,1.71E-02
1235,5.90E-85,1.83E-04,1.00E+00
1236,4.93E-141,4.39E-05,1.00E+00
1237,9.17E-195,4.49E-13,1.00E+00
1238,1.24E-175,1.00E+00,5.32E-18
1239,1.39E-28,9.56E-01,4.35E-02
1240,7.64E-293,1.35E-22,1.00E+00
1241,0.00E+00,1.00E+00,1.25E-24
1242,3.53E-56,3.76E-01,6.24E-01
1243,1.31E-91,2.75E-02,9.72E-01
1244,0.00E+00,1.00E+00,2.97E-36
1245,8.48E-44,2.20E-12,1.00E+00
1246,3.30E-103,1.06E-15,1.00E+00
1247,0.00E+00,1.00E+00,1.21E-60
1248,1.34E-89,3.85E-10,1.00E+00
1249,0.00E+00,1.00E+00,1.67E-39
1250,2.11E-172,2.28E-15,1.00E+00
1251,1.02E-41,3.30E-32,1.00E+00
1252,0.00E+00,1.00E+00,3.19E-54
1253,1.40E-289,2.47E-88,1.00E+00
1254,3.97E-58,6.48E-02,9.35E-01
1255,0.00E+00,7.30E-82,1.00E+00
1256,1.43E-145,9.98E-01,2.28E-03
1257,2.27E-150,1.60E-13,1.00E+00
1258,0.00E+00,1.00E+00,1.94E-56
1259,5.12E-195,1.79E-20,1.00E+00
1260,0.00E+00,1.00E+00,1.08E-51
1261,0,1,0
1262,0.00E+00,1.00E+00,2.96E-52
1263,1.38E-106,1.38E-10,1.00E+00
1264,0.00E+00,1.68E-103,1.00E+00
1265,0.00E+00,1.00E+00,7.44E-168
1266,1.00E-217,7.64E-17,1.00E+00
1267,0.00E+00,9.50E-14,1.00E+00
1268,1.84E-137,1.00E+00,4.48E-09
1269,0.00E+00,1.00E+00,5.28E-115
1270,0.00E+00,3.67E-28,1.00E+00
1271,4.54E-147,1.00E+00,4.71E-19
1272,0,0,1
1273,0.00E+00,1.01E-120,1.00E+00
1274,1.65E-133,1.00E+00,2.93E-05
1275,0.00E+00,1.00E+00,1.24E-132
1276,5.82E-81,7.58E-05,1.00E+00
1277,7.93E-105,1.47E-09,1.00E+00
1278,1.61E-65,2.02E-12,1.00E+00
1279,0.00E+00,3.32E-189,1.00E+00
1280,4.16E-64,1.00E+00,9.95E-06
1281,1.05E-137,1.00E+00,3.57E-14
1282,1.85E-91,6.75E-01,3.25E-01
1283,1.14E-225,1.00E+00,7.01E-33
1284,1.97E-257,3.86E-12,1.00E+00
1285,8.19E-27,2.54E-07,1.00E+00
1286,0.00E+00,1.00E+00,6.06E-59
1287,9.25E-43,9.95E-01,4.79E-03
1288,0.00E+00,5.85E-143,1.00E+00
1289,9.36E-60,1.16E-15,1.00E+00
1290,0.00E+00,9.63E-180,1.00E+00
1291,9.34E-58,2.81E-04,1.00E+00
1292,0.00E+00,7.40E-39,1.00E+00
1293,1.53E-182,3.04E-04,1.00E+00
1294,3.69E-49,9.33E-01,6.75E-02
1295,0.00E+00,4.77E-138,1.00E+00
1296,2.46E-143,7.76E-14,1.00E+00
1297,0.00E+00,3.21E-133,1.00E+00
1298,0.00E+00,1.00E+00,4.19E-61
