user_id,frequency_1,frequency_2,frequency_3,frequency_4,frequency_5,frequency_6,tralength_1_2,tralength_1_3,tralength_1_4,tralength_1_5,tralength_1_6,tralength_2_3,tralength_2_4,tralength_2_5,tralength_2_6,tralength_3_4,tralength_3_5,tralength_3_6,tralength_4_5,tralength_4_6,tralength_5_6,wtralength_1_2,wtralength_1_3,wtralength_1_4,wtralength_1_5,wtralength_1_6,wtralength_2_3,wtralength_2_4,wtralength_2_5,wtralength_2_6,wtralength_3_4,wtralength_3_5,wtralength_3_6,wtralength_4_5,wtralength_4_6,wtralength_5_6,gender
44988339,8.69565217391304347820,0.00000000000000000000,0.00000000000000000000,10.43478260869565217400,0.00000000000000000000,0.86956521739130434780,,,2826.2188276331867,,,,,,,,,,,,,,,,,1929.945074721418,,,,,,,,,,,F
45027644,18.57142857142857142860,0.00000000000000000000,0.00000000000000000000,1.42857142857142857140,0.00000000000000000000,0.00000000000000000000,,,3867.713598878244,,,,,,,,,,,,,,,,,,,,,,,,,,,,F
45190703,0.42553191489361702120,0.85106382978723404260,10.63829787234042553200,6.80851063829787234040,0.42553191489361702120,0.85106382978723404260,3120.969969573416,6911.4199665919805,,,,,,,10783.63444518969,344.22945412665706,7831.314686465195,,,,,,,,,,,,,,,,,,,,M
45195455,19.40298507462686567160,0.14925373134328358200,0.00000000000000000000,0.29850746268656716420,0.14925373134328358200,0.00000000000000000000,503.1074281558955,,1422.7290817912221,2729.3320043933154,,,891.0462653263214,,,,,,,,,,,1092.0348973084976,,,,,,,,,,,,,M
45413527,3.24324324324324324320,3.24324324324324324320,0.00000000000000000000,0.54054054054054054060,0.54054054054054054060,12.43243243243243243240,,,,,6545.831097188694,,,,8617.799668043011,,,,,4793.831759221237,5734.74790633398,5670.02968602312,,,,10693.751370334317,,,,5569.232263241569,,,,,,,F
45442327,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.42857142857142857140,18.57142857142857142860,,,,,,,,,,,,,,,8481.784881138981,,,,,,,,,,,,,,,,M
45450234,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,5.71428571428571428580,1.42857142857142857140,12.85714285714285714280,,,,,,,,,,,,,,,7359.010272347694,,,,,,,,,,,,,,7137.12372074757,,M
45621516,6.66666666666666666660,1.51515151515151515160,0.90909090909090909100,6.96969696969696969700,0.00000000000000000000,3.93939393939393939400,781.828787102605,,7755.057617515174,,5218.242295768986,,,,,760.1579261804678,,,,1903.9602128498066,,620.0475355724681,,,,,,,,6408.473073817054,,,,,,,F
45734596,20.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F
45863880,15.00000000000000000000,3.64864864864864864860,0.00000000000000000000,0.13513513513513513520,0.00000000000000000000,1.21621621621621621620,1475.501369968163,,5920.833985595535,,10115.924918768109,,,,9541.359120424388,,,,,,,3205.1334713873807,,,,9517.658364051995,,,,6563.0034932756525,,,,,,,M
45888903,2.50000000000000000000,1.25000000000000000000,3.75000000000000000000,8.75000000000000000000,2.50000000000000000000,1.25000000000000000000,,,3205.0395128263567,,,,,2771.493491582322,,2093.745232509059,,,2207.1410437125683,,,,,,,,,,,,,,,,,9512.654111549771,M
45911920,2.16216216216216216220,0.54054054054054054060,1.62162162162162162160,1.08108108108108108100,3.78378378378378378380,10.81081081081081081080,,,,,7632.392840021462,,,6166.483037363478,,5898.9437536319065,5836.69778005676,1528.2566281276006,,1819.595159173222,5470.694043463493,,5619.195569660952,,4359.7314182886785,6053.229326144087,,,,,,,954.4353550787913,,2850.5206098120125,6614.564448073335,M
46014874,4.61538461538461538460,9.74358974358974358980,0.51282051282051282060,0.00000000000000000000,0.00000000000000000000,5.12820512820512820520,5932.729373010805,,,,7304.996810802737,,,,8803.765591688842,,,,,,,4258.957403391718,464.67102205439073,,,4308.599746186747,,,,2494.076108731737,,,,,,,F
46047011,15.74468085106382978720,3.40425531914893617020,0.00000000000000000000,0.42553191489361702120,0.00000000000000000000,0.42553191489361702120,234.22782122382756,,2822.8172910137623,,2914.2402301621105,,,,,,,,,264.03152881256074,,563.4254502917025,,,,,,,,,,,,,,,M
46085552,20.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O
46201724,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10.00000000000000000000,2.00000000000000000000,8.00000000000000000000,,,,,,,,,,,,,,4919.291567269629,,,,,,,,,,,,,,,,6143.173512004754,F
46297375,1.42857142857142857140,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.42857142857142857140,17.14285714285714285720,,,,,,,,,,,,,,,,,,,4195.0990717927025,,,,,,,,,,,595.7392046972894,F
46331902,1.37931034482758620680,0.17241379310344827580,0.34482758620689655180,1.37931034482758620680,0.00000000000000000000,16.72413793103448275860,1526.2875995297695,,1472.2732264873869,,2891.449475339797,,,,,,,107.42504942975361,,1233.3748025075831,,,,,,3194.4631886607317,,,,,,,,,1314.9505124121738,,M
46510692,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,7.69230769230769230760,4.61538461538461538460,7.69230769230769230760,,,,,,,,,,,,,,,437.83996997382656,,,,,,,,,,,,,2675.6932447399104,1097.4586563455837,1546.9805838341479,F
46556630,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,2.22222222222222222220,3.33333333333333333340,14.44444444444444444440,,,,,,,,,,,,,2333.658464984703,6568.691742410498,758.9867990668433,,,,,,,,,,,,,,,,M
46616079,3.80952380952380952380,2.85714285714285714280,0.00000000000000000000,2.85714285714285714280,4.76190476190476190480,5.71428571428571428580,,,,,5540.414629811361,,,,,,,,,5011.080791511559,,3864.6360461751065,,,577.940236897061,,,3628.4064420981585,4381.370140199515,8327.481532874704,,,,,,4524.113069147456,F
46667900,3.66300366300366300360,1.31868131868131868140,0.21978021978021978020,6.30036630036630036640,1.24542124542124542120,7.25274725274725274720,,1936.451832055652,1789.5225653921484,2926.6611983032517,5551.0424389899445,2625.0750553036733,2219.099359950858,,4796.79648114091,1911.375424399591,,4517.151953865998,2256.555584597007,6165.827929773625,977.4689413373303,1865.0382863909654,,270.3508326504073,940.1650758643359,5181.159217683533,,2182.53045613427,2014.5546708852996,8509.789220346353,,,,,5657.066343047264,5955.125105131417,M
46738985,16.21621621621621621620,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.08108108108108108100,2.70270270270270270280,,,,,5372.735959340668,,,,,,,,,,,,,,6253.187666800127,231.13404736218692,,,,,,,,,,,M
46792110,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.31746031746031746040,2.22222222222222222220,17.46031746031746031740,,,,,,,,,,,,,,,238.0526341151342,,,,,,,,,,,,,,123.90839462919092,103.89160591992548,M
46835348,1.11111111111111111120,4.44444444444444444440,1.11111111111111111120,0.00000000000000000000,6.66666666666666666660,6.66666666666666666660,,,,,,3262.5538880125287,,1653.048016472496,4007.1535603019943,,,,,,6530.060348246958,,,,,4526.779742413729,,,1578.6290826005888,5963.968692615236,,,,,,4749.935896364074,M
46904150,3.71428571428571428580,6.57142857142857142860,0.57142857142857142860,1.71428571428571428580,3.42857142857142857140,4.00000000000000000000,2465.584638870477,,1960.275737643518,3999.8102494673126,,5204.879587093564,7385.830732701019,3453.7739234412948,7925.090963833868,,,,6473.907858946832,6508.220783701909,6414.716511922713,3470.2366660318926,6472.633108114167,5730.503507771566,6882.119998525192,6952.9332137360525,,4143.89986693662,4668.598781089136,6412.277334798119,,,,6022.884473987714,,3223.7636797844357,M
46937263,18.66666666666666666660,0.00000000000000000000,0.00000000000000000000,1.33333333333333333340,0.00000000000000000000,0.00000000000000000000,,,4880.619889347938,,,,,,,,,,,,,,,,,,,,,,,,,,,,F
46983007,17.93103448275862068960,0.86206896551724137940,0.00000000000000000000,0.34482758620689655180,0.68965517241379310340,0.17241379310344827580,4823.4970920374235,,1925.5674345924508,1259.3984153077186,9158.883898917069,,,,,,,,,,,3004.2566923044797,,1908.8562538318783,1864.1445971332978,,,,3053.8187014851705,,,,,,,,O
47030972,5.51020408163265306120,8.77551020408163265300,0.00000000000000000000,0.81632653061224489800,3.87755102040816326540,1.02040816326530612240,1237.7735888085783,,434.80585572216205,1557.6575229745326,4522.16843491048,,,568.0328871697146,9640.04199145738,,,,,,,975.9484021992494,,2792.943080892301,894.0999925358449,,,135.0947682734341,238.6937402213161,9374.673877182835,,,,4456.813689269693,,9194.70680816969,F
47048940,2.69841269841269841260,16.19047619047619047620,0.47619047619047619040,0.15873015873015873020,0.00000000000000000000,0.47619047619047619040,5494.852899949514,1052.8283385302248,,,2775.4988683667916,6061.157812719212,,,56.219324396822465,,,,,,,,,,,,5248.750857960402,,,,,,1975.1325700996356,,702.4768484825977,,F
47266778,0.00000000000000000000,3.70370370370370370380,0.00000000000000000000,0.74074074074074074080,2.22222222222222222220,13.33333333333333333340,,,,,,,,,,,,,4300.123416916342,,5706.565730483484,,,,,,,,7262.569422028025,2596.1530383746594,,,,,,7118.466280471091,M
47286837,1.34969325153374233120,0.00000000000000000000,0.61349693251533742340,0.36809815950920245400,0.36809815950920245400,17.30061349693251533740,,,7001.649221120881,8868.95995387015,3814.9079864688756,,,,,8456.770314643303,,767.2794373977102,,7763.426313420003,4564.117182994091,,,,,7454.203394336383,,,,,,,757.4223348677248,,,9921.520475784235,M
47346296,4.54545454545454545460,0.00000000000000000000,0.90909090909090909100,0.00000000000000000000,0.00000000000000000000,14.54545454545454545460,,,,,1607.327079637801,,,,,,,6567.113699353304,,,,,,,,6475.491360217971,,,,,,,,,,,M
47364563,6.69491525423728813560,1.10169491525423728820,3.72881355932203389840,1.27118644067796610160,0.67796610169491525420,6.52542372881355932200,,6211.1912400869915,2826.16195926667,1221.6397811465417,3710.309586114497,4979.712089495465,,,3372.70796670783,3168.796028074791,,3177.8992563890934,,3166.5003706491257,4322.051054475473,6859.632646499142,6832.386433017227,4612.810657396691,6702.493908586947,2991.057862851508,4103.375015400805,7317.325010890159,,3856.9773215691985,3327.469981028134,5996.343151542552,4092.455645303944,,1629.7601725226937,6769.616747403459,F
47373190,0.00000000000000000000,0.08733624454148471620,1.39737991266375545860,16.68122270742358078600,0.00000000000000000000,1.83406113537117903940,,,,,,,,,,736.4121412845201,,1550.3629331021805,,897.1439445884906,,,,,,,,5064.535899050879,,,629.9317971855551,,3589.523517237596,,824.6114080408539,,F
47437182,0.83333333333333333340,0.83333333333333333340,0.00000000000000000000,1.66666666666666666660,0.83333333333333333340,15.83333333333333333340,,,,,,,,,,,,,,6175.425925963279,5776.678256847036,,,,,6781.248556488559,,2656.318855720449,,9149.850655927969,,,,,3781.594145430672,,M
47556602,3.41463414634146341460,1.46341463414634146340,0.00000000000000000000,1.95121951219512195120,4.39024390243902439020,8.78048780487804878040,,,,6106.302006851762,1745.3970468924538,,,,,,,,2396.202947009899,6327.849107086263,4855.698003425697,1414.3637789692502,,5869.995296754202,1324.3690195834174,1952.1706893425749,,,,7715.979495882941,,,,,404.6904169792048,2841.4135779358653,M
47654785,20.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F
47680306,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,18.04878048780487804880,0.16260162601626016260,1.78861788617886178860,,,,,,,,,,,,,2182.369945867972,1213.5595227045844,,,,,,,,,,,,,,,2312.296841908244,,M
47754944,3.33333333333333333340,1.07142857142857142860,0.11904761904761904760,0.23809523809523809520,2.14285714285714285720,13.09523809523809523800,,,,,5641.803456837544,,,2758.152638474592,3910.637814851441,,,,2769.6802161348737,1393.8544773520325,878.6110840930378,695.515612985294,,,4893.780756127681,4491.207717895542,,,,4400.849095451837,,,1029.4484671570883,,,4729.549423719709,M
47794858,20.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
47979846,16.51006711409395973160,0.98434004474272930640,0.04474272930648769580,0.58165548098434004480,0.44742729306487695740,1.43176733780760626400,2879.627402187049,3021.646467039386,2773.5623290369385,5265.4108963518165,3348.984679035012,,,2472.994723848138,4492.877777177928,1977.0994582621527,,,,5005.0717894370355,,2371.5724109036983,,4107.6712027840495,3798.110770154952,4684.995345934469,,,2588.9581136605125,5038.715889400791,,,,,,3300.3077986511257,F
48082653,17.55102040816326530620,0.40816326530612244900,0.00000000000000000000,1.63265306122448979600,0.00000000000000000000,0.40816326530612244900,1177.3284648234464,,3550.419691938047,,,,1188.5272888756667,,,,,,,,,,,,,,,,,,,,,,,,M
48140420,20.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F
48148916,0.37037037037037037040,1.11111111111111111120,7.03703703703703703700,0.00000000000000000000,0.37037037037037037040,11.11111111111111111120,,,,,,4880.2118090840695,,,3418.618495345261,,,1312.9165537751433,,,,,,,2650.285247000596,,,,,,,5475.064469914567,424.82376725338526,,,,M
48156367,0.21978021978021978020,0.00000000000000000000,0.00000000000000000000,0.21978021978021978020,13.18681318681318681320,6.37362637362637362640,,,,,,,,,,,,,,,683.7517712376493,,,,,2264.2081602241497,,,,,,,,1393.5085321512904,9808.292033589718,4763.746138176387,M
48321545,4.86486486486486486480,2.16216216216216216220,0.54054054054054054060,1.62162162162162162160,7.56756756756756756760,3.24324324324324324320,5613.941847974667,,,,5041.1668075166435,,2353.0397838095505,,,,,,,4167.613342544419,7209.395274826498,,,,3113.86939621324,5023.005622421119,,,3994.3222134712023,,,1780.414483338843,,,,8318.2481791839,M
48410763,1.29032258064516129040,3.22580645161290322580,1.93548387096774193540,0.00000000000000000000,1.93548387096774193540,11.61290322580645161300,,5609.716784540641,,,5584.059301685845,5516.572737295198,,,3742.4380908568255,,,,,,,,,,,,,,2490.5549759326036,7616.891010184855,,,11399.376812498082,,,5672.193685530539,M
48412008,0.00000000000000000000,0.00000000000000000000,0.95238095238095238100,0.95238095238095238100,0.00000000000000000000,18.09523809523809523800,,,,,,,,,,,,4576.61741394592,,4882.370205017515,,,,,,,,,,,,,,,,,M
48432823,13.84615384615384615380,0.00000000000000000000,0.00000000000000000000,1.53846153846153846160,0.00000000000000000000,4.61538461538461538460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926.1204166540988,,M
48486539,9.33333333333333333340,6.66666666666666666660,0.00000000000000000000,0.00000000000000000000,2.66666666666666666660,1.33333333333333333340,559.8243939895733,,,,,,,,,,,,,,,2.214146092632264,,,47.5394166385881,,,,,8136.048595438435,,,,,,,F
48594509,0.00000000000000000000,0.00000000000000000000,2.85714285714285714280,2.85714285714285714280,0.95238095238095238100,13.33333333333333333340,,,,,,,,,,1020.1890492339985,,,,3288.3561846855364,,,,,,,,,,,,,,,,5260.682078728644,M
48709495,0.00000000000000000000,1.66666666666666666660,0.00000000000000000000,0.00000000000000000000,8.33333333333333333340,10.00000000000000000000,,,,,,,,,9387.16486203921,,,,,,,,,,,,,,,,,,,,,7258.78533552508,M
48738710,13.27659574468085106380,1.10638297872340425540,1.02127659574468085100,0.42553191489361702120,0.25531914893617021280,3.91489361702127659580,3004.819570718144,2329.0355993795006,230.92094833834236,1788.6371980501954,2534.3498873259136,,434.7474426684843,,5819.498578854743,2411.2048930981846,5268.439019724903,4034.235992134871,,1260.98797623252,5720.211623291803,1602.4391825131502,2325.9624590962153,318.18441512923715,,2437.9534866271747,,,,5301.627912342183,,,,,2444.673659393084,,F
48798290,3.42857142857142857140,5.14285714285714285720,1.14285714285714285720,0.00000000000000000000,1.14285714285714285720,9.14285714285714285720,,5631.948418740616,,,6215.918167649609,,,3734.8474541870924,,,10517.250745749241,3200.9423418801707,,,6410.2076177636145,,,,,1251.663839504106,,,,6528.9311203212455,,,,,,,M
49038294,1.33333333333333333340,1.33333333333333333340,4.00000000000000000000,0.00000000000000000000,1.33333333333333333340,12.00000000000000000000,,,,,,,,,,,288.1284976343977,1340.7271444792052,,,,7427.253884076843,,,,6484.221168327805,,,,11176.539117607024,,,,,,,M
49182879,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,20.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F
49188301,3.24324324324324324320,0.00000000000000000000,0.00000000000000000000,9.18918918918918918920,2.70270270270270270280,4.86486486486486486480,,,1992.549889389984,3453.6810200071077,,,,,,,,,612.1700887137788,2603.002671641187,2176.4576637248315,,,,,,,,,,,,,,3992.712777281804,942.237997587561,M
49217133,2.03883495145631067960,1.26213592233009708740,0.48543689320388349520,4.27184466019417475720,1.35922330097087378640,10.58252427184466019420,2112.8361817621244,,6266.69123517439,5520.073903299409,6096.641009770736,4454.580773231791,4656.376876946716,5492.797973248428,6246.757194938266,,,4090.997964659104,,1981.654602958086,3124.890563831676,2679.481406181224,,3451.584886379677,3421.9187224290868,5489.798886364147,5562.127466407462,6311.370332147756,1931.2375151773244,5370.347355955386,744.1466293555858,8117.809507703216,4932.576276345467,3048.8582590177075,3885.6014462428116,5214.278892450723,M
49462545,15.10204081632653061220,0.95238095238095238100,0.40816326530612244900,0.27210884353741496600,0.13605442176870748300,3.12925170068027210880,42.70246884561355,4909.089199335017,14.415900278958443,4002.7895841428663,3942.2207519926874,,,,,128.21525949669675,,,,3745.6380528377017,,534.3909098846153,2467.2632460724585,,,4190.909551809553,,,,,,,3589.903759529108,,,,F
49567861,3.33333333333333333340,1.66666666666666666660,3.33333333333333333340,3.33333333333333333340,1.66666666666666666660,6.66666666666666666660,,,6457.725680493032,,2085.7710129606676,8176.884477532461,8409.152553989697,10700.312369022087,7933.278065342311,,4165.220469739543,,,3284.994884705896,,,,,,7822.168034511704,,,,,,,,,,7424.223883147726,F
49758985,2.10526315789473684220,3.15789473684210526320,2.10526315789473684220,0.00000000000000000000,0.00000000000000000000,12.63157894736842105260,,,,,9810.178854939944,,,,4844.021177810519,,,,,,,,,,,6004.852723090859,6733.585092225136,,,9887.76953860631,,,3028.7426069098315,,,,F
49833415,4.00000000000000000000,0.48000000000000000000,0.16000000000000000000,3.68000000000000000000,3.52000000000000000000,8.16000000000000000000,4498.8042383860975,,2376.786262375363,,5822.068660432296,,3898.0807341946593,5951.163383376472,,,,,2166.9709959594643,6497.855938221848,2083.4564841098413,2852.3074517551345,,1708.3252874989373,5879.0155442086025,6160.081024274046,,,777.5410771930368,,2484.751124135051,,,4844.736941388639,6098.261560702255,2544.348580688066,M
50171869,17.90123456790123456800,0.12345679012345679020,0.12345679012345679020,0.00000000000000000000,0.24691358024691358020,1.60493827160493827160,,2798.673809807252,,3457.1299953309367,5501.314144038156,,,,,,,,,,,2620.0824714968567,,,3392.5266833465485,5568.2162664337,,,,,,,,,,,M
50177473,6.59090909090909090900,11.13636363636363636360,1.13636363636363636360,0.22727272727272727280,0.22727272727272727280,0.68181818181818181820,2605.4589532194695,5810.949407374597,4968.221277703687,,10834.420039957451,4776.108951242663,3066.6407990279486,942.5645503624033,9311.156080337985,,,,,,,1563.6193477075888,,,,,6293.7333658734005,,,,,,,,,,M
50188190,1.17647058823529411760,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,2.35294117647058823520,16.47058823529411764700,,,,,,,,,,,,,,,,,,,5786.427111817936,,,,,,,,,,,8218.900908167769,F
50322543,0.00000000000000000000,7.69230769230769230760,0.00000000000000000000,3.07692307692307692300,4.61538461538461538460,4.61538461538461538460,,,,,,,1500.4206935214945,3108.2194299473263,5924.949344722624,,,,,4865.154228728224,,,,,,,,,8247.724565923394,,,,,,,8873.949072379104,M
50341748,8.05555555555555555560,8.61111111111111111120,0.55555555555555555560,0.00000000000000000000,0.83333333333333333340,1.94444444444444444440,7252.480465628944,,,,,,,,6112.353686192501,,,,,,,4930.498990229142,4962.09891297127,,8819.465901941867,10340.930540597432,,,9102.997578189457,5349.613663970891,,10160.648003807713,,,,,M
50859350,17.64705882352941176480,1.17647058823529411760,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.17647058823529411760,,,,,9817.494943550477,,,,9509.354399824715,,,,,,,,,,,,,,,,,,,,,,M
50930947,17.33333333333333333340,0.00000000000000000000,1.33333333333333333340,0.00000000000000000000,0.00000000000000000000,1.33333333333333333340,,,,,,,,,,,,,,,,,777.7390677518997,,,4312.90978413088,,,,,,,,,,,M
50965206,4.67065868263473053900,0.71856287425149700600,1.79640718562874251500,7.30538922155688622760,3.35329341317365269460,2.15568862275449101800,907.582106230537,1305.5631675226214,1014.6603831391542,5872.251561042685,2623.3179501123955,,973.9127751076594,,,2554.7243632055624,1607.6535488860857,,,3233.6066558504954,4358.275288268495,214.93202112776925,1309.3474651034423,280.66530518088507,954.5531545247943,1849.5934966253578,1497.8689867976143,1611.8417572168885,4441.920893327572,,1039.1634567702185,158.23893480513652,1416.803951969219,2311.1727373615704,3898.2843125027402,6230.3246042238925,M
51126592,19.13043478260869565220,0.86956521739130434780,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,,,,,,,,,,,,,,,,827.1948656533859,,,,,,,,,,,,,,,F
51432766,0.00000000000000000000,2.10526315789473684220,0.00000000000000000000,2.10526315789473684220,2.10526315789473684220,13.68421052631578947360,,,,,,,,6305.185262222709,7430.967909973418,,,,,3268.4571946548017,6384.4738573066215,,,,,,,,,5621.459198192643,,,,,,5535.409423081933,F
51653040,12.59259259259259259260,0.74074074074074074080,0.74074074074074074080,0.74074074074074074080,0.74074074074074074080,4.44444444444444444440,4492.446626239842,,,6285.939649176642,4010.416932417903,,,,,,3274.532988168125,8085.751734783058,,,,,,2597.133421657053,,3900.1021547571227,,,,,,,,,273.70468994925693,,M
51760904,9.41176470588235294120,4.70588235294117647060,0.00000000000000000000,0.00000000000000000000,3.52941176470588235300,2.35294117647058823520,6384.479029675837,,,422.1398914334238,2049.76994323272,,,7455.955007092249,,,,,,,,,,,660.9553752742559,2579.8865982658895,,,4766.522750352765,,,,,,,,M
52230962,17.93103448275862068960,0.13793103448275862060,0.68965517241379310340,0.27586206896551724140,0.27586206896551724140,0.68965517241379310340,1375.7023353384457,2700.411539312302,,,2600.4890054802695,,,2102.961523798489,,,3435.3836093464033,,,,1837.0204298267918,,,48.12969314663044,,,,,,,,,,,,,M
52312174,0.00000000000000000000,0.00000000000000000000,1.42857142857142857140,1.42857142857142857140,0.00000000000000000000,17.14285714285714285720,,,,,,,,,,,,358.73154918885564,,6464.230277023238,,,,,,,,,,,,,,,,,M
52830710,10.83333333333333333340,3.75000000000000000000,0.41666666666666666660,1.45833333333333333340,0.41666666666666666660,3.12500000000000000000,3084.3049852528343,,5341.267513089104,,7304.50305454796,,10681.352851323218,,6479.5696065513985,,,4706.4043299760815,,5107.866677098488,,5162.3456171565695,5702.107186559489,,2916.0950823719736,9164.857132670635,,,,,,,4203.4313690756635,,,,M
52931185,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,3.63636363636363636360,16.36363636363636363640,,,,,,,,,,,,,,,5942.46921443534,,,,,,,,,,,,,,,5277.744953910022,F
53049488,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,5.88235294117647058820,0.00000000000000000000,14.11764705882352941180,,,,,,,,,,,,,,2118.3759985607294,,,,,,,,,,,,,,,1932.0846011258136,,M
53131847,1.25000000000000000000,0.00000000000000000000,0.00000000000000000000,1.25000000000000000000,0.00000000000000000000,17.50000000000000000000,,,,,4906.550334734596,,,,,,,,,3440.3517303200088,,,,,,,,,,,,,,,,,M
53154093,0.95238095238095238100,0.00000000000000000000,0.00000000000000000000,0.95238095238095238100,6.66666666666666666660,11.42857142857142857140,,,,,5933.252213452248,,,,,,,,,3403.9334811463377,5097.229376479279,,,,,,,,,,,,,,,3302.8455151720595,F
53162235,17.14285714285714285720,0.00000000000000000000,0.00000000000000000000,0.95238095238095238100,0.00000000000000000000,1.90476190476190476200,,,2604.4566745988627,,9888.130623884352,,,,,,,,,,,,,6238.194589854006,,,,,,,,,,,,,M
53185579,1.76470588235294117640,0.58823529411764705880,1.17647058823529411760,1.17647058823529411760,1.17647058823529411760,14.11764705882352941180,,,,,2487.0497383054467,,,,,1938.2873134934225,,910.0234773775056,,568.2085375054191,6368.711339311527,,6763.225897123997,,,4274.978961030261,7408.025477653791,,4472.445138554089,,,,,,,4649.956449580826,F
53238856,0.80000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.60000000000000000000,17.60000000000000000000,,,,,7954.185129489948,,,,,,,,,,265.97952671630446,,,,,,,,,,,,,,,5636.83768164541,F
53268942,12.63157894736842105260,0.00000000000000000000,0.00000000000000000000,7.36842105263157894740,0.00000000000000000000,0.00000000000000000000,,,3021.0912381391763,,,,,,,,,,,,,,,,,,,,,,,,,,,,F
53482549,0.00000000000000000000,0.00000000000000000000,12.72727272727272727280,0.00000000000000000000,3.63636363636363636360,3.63636363636363636360,,,,,,,,,,,6133.2530251584,2405.7957945294174,,,,,,,,,,,,,,,7455.363619397733,,,1810.6900196565184,F
53515161,0.00000000000000000000,20.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
53633489,4.77272727272727272720,0.90909090909090909100,0.22727272727272727280,12.04545454545454545460,0.00000000000000000000,2.04545454545454545460,2424.5199969840855,,8769.113901250392,,,,4289.822909893192,,,784.0209155177282,,4422.980508248472,,1945.2777466534026,,2930.2717472349364,,4230.104289717878,,619.1656904164632,,7136.321602137751,,7794.527082009625,,,,,1511.0633432954694,,M
53719590,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,20.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
53991910,0.00000000000000000000,0.71428571428571428580,0.00000000000000000000,19.28571428571428571420,0.00000000000000000000,0.00000000000000000000,,,,,,,7611.329181141909,,,,,,,,,,,,,,,,,,,,,,,,M
54148637,2.50000000000000000000,1.66666666666666666660,1.66666666666666666660,0.83333333333333333340,2.50000000000000000000,10.83333333333333333340,,,,7557.552282719222,6757.795303092244,,,,5028.241864714274,,,2558.888584585358,4285.979603027679,,,,,,,,,,,9254.73388875921,,8293.988294534844,,,,8629.261020939177,M
54402659,8.00000000000000000000,0.00000000000000000000,0.00000000000000000000,4.00000000000000000000,0.00000000000000000000,8.00000000000000000000,,,,,8918.90608293981,,,,,,,,,712.5859306923547,,,,,,,,,,,,,,,,,M
54486496,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,20.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
54639947,18.07692307692307692300,0.24038461538461538460,0.33653846153846153840,0.04807692307692307700,0.28846153846153846160,1.00961538461538461540,2230.9744428976283,3520.0613498004254,2415.119462587458,5672.380943248602,5890.898606104193,,,,,,,3911.989450258496,,,,2474.020709488895,1747.720490870658,,,5398.312994604423,,,,,,,,,,,F
54676767,6.62068965517241379320,1.24137931034482758620,0.13793103448275862060,2.34482758620689655180,0.55172413793103448280,9.10344827586206896560,3410.392452028068,2784.5778170272033,2380.8740302508254,867.1347494640154,3728.4325771864883,,2514.7304123890344,5169.20838964177,7320.375368503133,3926.9976535396113,,,1181.2682347201796,4752.492481176459,2374.6145290506824,,,,,4335.482707840369,,,,3214.3348644810803,,,,,,,M
